geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.007G277400	7.84	2.28	10.09	13.87	10.22	9.2	7.77	5.45	6.71	18.42	12.46	6.68	12.83	6.72	12.17
phavu.G19833.gnm1.ann1.Phvul.007G277500	0.8	0.09	2.97	3.56	4.19	3.61	6.78	1.75	2.11	22.49	5.37	3.19	28.18	7.35	26.89
phavu.G19833.gnm1.ann1.Phvul.007G277600	0.48	0.35	0.18	0.05	0.45	0.27	0.05	0.09	0.53	0.21	0.27	0	0.19	0.61	0.61
phavu.G19833.gnm1.ann1.Phvul.007G277700	2.52	1.37	3.43	6.49	5.55	4.21	3.25	2.83	5.69	3.51	2.02	1.81	3.56	2.81	4.31
phavu.G19833.gnm1.ann1.Phvul.007G277800	11.98	4.9	13.86	20.15	16.06	8.9	12.46	7.55	13.38	22.27	15.6	13.3	17.76	11.75	13.43
phavu.G19833.gnm1.ann1.Phvul.007G277900	4.89	0.92	15.17	21.42	11.35	5.1	9.83	5.44	13.97	10.93	9.6	7.8	7.03	7.56	19.76
phavu.G19833.gnm1.ann1.Phvul.007G278000	0.5	0.11	1.66	3.84	17.26	1.5	1.22	1.45	1.13	2.93	2.48	3.53	1.37	0.94	3.04
phavu.G19833.gnm1.ann1.Phvul.007G278100	14.74	10.11	4.73	3.26	4.67	3.41	2.73	2.93	5.32	4	1.61	1.73	0.05	0	0.31
phavu.G19833.gnm1.ann1.Phvul.007G278200	0.95	0.16	3.53	5.12	3.25	1.79	0.64	1.15	2.06	1.33	1.18	1.09	0.46	0.32	0.57
phavu.G19833.gnm1.ann1.Phvul.007G278300	2.32	0.25	1.66	4.24	2	1.64	1.27	1.21	2.67	3.01	2.62	2.51	0.89	0.59	0.72
phavu.G19833.gnm1.ann1.Phvul.007G278400	6.19	0.48	6.76	12.09	8.63	5.01	5.29	4.69	4.05	14.46	11.6	6.08	8.53	3.68	5.7
phavu.G19833.gnm1.ann1.Phvul.007G278500	1.19	0.17	1.46	2.14	1.78	2.21	0.59	0.45	0.29	0.73	0.47	0.6	1.99	1.08	0.82
phavu.G19833.gnm1.ann1.Phvul.007G278600	9.46	1.65	12.24	48.48	22.99	10.54	6.15	5.38	4.08	12.08	10.21	4.77	5.05	3.46	6.95
phavu.G19833.gnm1.ann1.Phvul.007G278700	384.37	185.67	43.26	88.69	83.33	58.12	68.14	16.57	28.53	60.66	55.75	32.39	40.44	17.29	23.13
phavu.G19833.gnm1.ann1.Phvul.007G278800	0.67	0.91	1.99	3.2	5.74	5.39	3.02	0.68	0.38	2.96	0.57	0	14.18	12.06	21.62
phavu.G19833.gnm1.ann1.Phvul.007G278900	1.6	0.04	5.7	1.33	0.34	0.15	0.11	0.49	1.82	0.06	0.23	0	12.7	22.27	2.4
phavu.G19833.gnm1.ann1.Phvul.007G279000	149.43	167.71	5.85	6.74	19.11	4.22	15.66	5.24	66.42	11.67	4.94	7.29	0.46	0.5	0.66
phavu.G19833.gnm1.ann1.Phvul.007G279100	77.24	42.07	237.08	164.11	127.13	69.88	309.21	109.77	338.28	61.69	640.8	714.04	53.41	26.64	41.35
phavu.G19833.gnm1.ann1.Phvul.007G279200	3.52	3.91	3.04	1.35	6.29	1.28	12.28	3.57	12.59	4.33	156.59	131.54	0.47	0.76	1.8
phavu.G19833.gnm1.ann1.Phvul.007G279300	9.31	40.8	36.7	31.26	70.52	37.82	105.93	160.64	343.23	13.5	14.18	22.17	6.51	14.21	171.41
phavu.G19833.gnm1.ann1.Phvul.007G279400	16.97	4.31	16.97	29.22	18.86	11.69	15.36	15.76	23.59	26.26	23.94	16.43	25.27	12.85	19.09
phavu.G19833.gnm1.ann1.Phvul.007G279500	9.98	9.63	12.48	5.12	21.07	0.74	2.39	0.32	0.8	0.29	0.63	0.29	0.04	4.51	3.81
phavu.G19833.gnm1.ann1.Phvul.007G279600	109.79	46.52	329.63	191.54	119.95	52.46	379.87	251.17	389.5	130.65	75.53	105.88	107.33	192.57	461.78
phavu.G19833.gnm1.ann1.Phvul.007G279700	3.3	1.45	3.56	5.76	4.21	2.41	3.79	2.64	3.37	4.93	2.57	2.09	5.39	2.67	4.12
phavu.G19833.gnm1.ann1.Phvul.007G279800	4.4	1.22	6.85	8.57	6.4	3.72	7.14	5.33	7.76	6.22	3.47	3.79	7.9	7.51	6.56
phavu.G19833.gnm1.ann1.Phvul.007G279900	13.7	7.26	10.18	10.71	10.19	5.73	10.56	7.43	12.48	11.59	6.71	3.66	12.65	8.92	11.64
phavu.G19833.gnm1.ann1.Phvul.007G280000	1.83	0.98	1.04	2.87	1.79	1.11	1.34	0.75	1.16	2.05	4.11	3.5	4.35	2.96	6.23
phavu.G19833.gnm1.ann1.Phvul.007G280100	73.12	88.08	2.35	4.03	14.74	7.14	13.12	2.3	5.72	0.28	1.09	1.01	0.52	0.34	1.09
phavu.G19833.gnm1.ann1.Phvul.007G280200	4.74	2.04	17.95	12.23	12.29	4.09	5.73	9.78	12.7	9.48	6.71	5.05	11.78	31.6	72.99
phavu.G19833.gnm1.ann1.Phvul.007G280300	60.42	14.45	142.41	79.27	61.35	28.13	85.89	71.82	107.8	35.82	14.97	10.76	77.3	121.09	96.25
phavu.G19833.gnm1.ann1.Phvul.007G280400	28.23	2.64	25.54	62.26	29.01	19.54	14.21	10.72	9.67	54.59	52.22	24.75	74.13	23.06	40.89
phavu.G19833.gnm1.ann1.Phvul.007G280500	66.18	33.48	249.75	39.1	46.3	25.97	80.99	1.92	1.2	26.87	15.19	15.41	13.69	116.96	103.71
phavu.G19833.gnm1.ann1.Phvul.007G280600	29.31	15.52	150.49	33.39	47.64	18.58	79.17	3.69	6.06	43.02	30.15	21.23	5.8	47.23	60.6
phavu.G19833.gnm1.ann1.Phvul.007G280700	17.14	0	19.04	15.03	0.83	0.58	0.11	0.38	0.73	0.11	1.19	0.14	5.2	25.66	0.82
phavu.G19833.gnm1.ann1.Phvul.007G280800	23.88	22.14	191	80.13	191.23	54.89	258.81	121.2	807.75	2.82	3.27	5.46	9.93	135.42	39.73
phavu.G19833.gnm1.ann1.Phvul.007G280900	15.34	32.44	4.78	6.14	8.28	4.16	7.25	4.53	8.85	4.05	3.53	3.03	2.51	2.29	3.18
phavu.G19833.gnm1.ann1.Phvul.007G281000	14.53	35.76	3.62	4.03	8.33	2.34	6.96	1.92	7.47	4.72	4.43	2.63	1.89	1.99	2.15
phavu.G19833.gnm1.ann1.Phvul.007G281100	140.75	93.45	53.19	65.93	67.64	29.88	55.47	20.9	31.4	74.35	60.4	40.86	75.79	43.14	43.07
phavu.G19833.gnm1.ann1.Phvul.007G281200	87.62	37.54	285.09	117.28	108.93	63.96	147.85	83.26	114.66	87.67	46.72	39.8	210.19	191.49	148.88
phavu.G19833.gnm1.ann1.Phvul.008G000100	30.15	11.64	20.21	41.66	32.12	19.49	19.85	13.81	15.55	24.16	17.33	11.58	26.52	17.43	23.62
phavu.G19833.gnm1.ann1.Phvul.008G000200	5.26	0.31	5.46	5.2	1.59	2.06	1.27	1.43	1.11	1.67	6.15	6.31	2.58	7.14	11.96
phavu.G19833.gnm1.ann1.Phvul.008G000300	5.4	2.57	8.27	6.58	9.57	3.99	8.91	5.85	8.29	7.99	8.68	6.15	5.59	3.48	8.13
phavu.G19833.gnm1.ann1.Phvul.008G000400	45.7	3.21	99.96	128.7	41.4	8.48	16.91	7.9	25.25	23.94	18.47	19.74	94.22	41.01	36.13
phavu.G19833.gnm1.ann1.Phvul.008G000500	51.42	17.88	110.22	49.43	57.31	11.71	64.42	46.66	114.37	69.48	63.95	67.02	109.97	114.91	96.64
phavu.G19833.gnm1.ann1.Phvul.008G000600	5.36	1.54	53.46	22.66	12.18	4.17	13.03	7.97	23.79	3.96	3.11	1.61	7.53	21.11	55.59
phavu.G19833.gnm1.ann1.Phvul.008G000700	6.81	2.61	11.35	11.3	10.39	4.5	7.04	8.88	16.25	8.47	7.18	6.22	11.89	17.65	17.02
phavu.G19833.gnm1.ann1.Phvul.008G000800	52.43	31.49	84.6	78.25	73.59	40.65	89.22	43.62	58.52	86.81	81.13	57.01	195.26	98.86	145.09
phavu.G19833.gnm1.ann1.Phvul.008G000900	197.95	45.02	134.18	262.14	188.17	97.6	159.72	89.17	137.86	334.03	324.87	259.34	489.84	126.41	199.95
phavu.G19833.gnm1.ann1.Phvul.008G001000	14.48	8.73	12.63	30.96	14.02	6.84	15.69	48.01	111.5	2.36	2.64	2.15	23.91	87.03	39.64
phavu.G19833.gnm1.ann1.Phvul.008G001100	0.33	0.07	5.55	1.32	0.14	0.12	0.09	0.08	0.06	0	0.06	0	0.54	5.15	6.29
phavu.G19833.gnm1.ann1.Phvul.008G001200	0	0	0.29	0.23	0.24	0.21	0.08	0	0.21	0.25	0.22	0.3	20.28	7.25	8.24
phavu.G19833.gnm1.ann1.Phvul.008G001300	0.31	0.39	1.23	2.29	1.95	2.86	1.78	0.74	0.57	0.74	0.58	0.81	0.83	0.34	0.34
phavu.G19833.gnm1.ann1.Phvul.008G001400	4.19	3.16	11.04	6.45	7.99	2.62	10.67	6.53	14.95	8.08	6.74	7.69	8.1	7.78	20.65
phavu.G19833.gnm1.ann1.Phvul.008G001500	0.43	0.51	56.85	13.24	0.24	0.43	0.16	0.28	0	0.17	0.44	0	12.55	246.07	392.32
phavu.G19833.gnm1.ann1.Phvul.008G001600	19.77	19.92	20.52	13.33	44.95	20.81	54.49	15.23	1.67	19.57	15.17	11	14.21	11.71	50.12
phavu.G19833.gnm1.ann1.Phvul.008G001700	9.53	3.93	15.22	12.93	12.81	5.87	15.04	11.67	20.79	16.83	13.94	13.83	17.94	15.63	24.47
phavu.G19833.gnm1.ann1.Phvul.008G001800	44.16	31.47	72.51	57.27	45.58	25.65	85.35	37.83	67.72	74.17	55.33	60.88	101.23	52.51	113.31
phavu.G19833.gnm1.ann1.Phvul.008G001900	22.31	4.51	53.82	26.67	11.13	7.23	16.51	1.84	6.19	13.38	6.59	6.45	30.61	76.18	32.56
phavu.G19833.gnm1.ann1.Phvul.008G002000	29.23	12.12	62.32	39.12	43.38	25.41	137.02	49.91	76.3	48.05	28.08	27.26	36.78	31.14	50.14
phavu.G19833.gnm1.ann1.Phvul.008G002100	0	0.04	0	0	13.23	0	0.05	0	0	0.05	0.19	0	0.09	0	0.09
phavu.G19833.gnm1.ann1.Phvul.008G002200	0	0.03	0.02	0.03	0.16	0.05	0	0.03	0.12	0.04	0.14	0	0.07	0.56	2.63
phavu.G19833.gnm1.ann1.Phvul.008G002300	16.72	5.41	23.79	35.62	23.73	19.57	24.41	21	20.48	29.58	18.65	16.7	17.99	9.73	13.11
phavu.G19833.gnm1.ann1.Phvul.008G002400	15.05	9.67	19.81	20.69	20.41	9.66	16.17	12.45	23.73	26.37	30.29	19.02	22.23	20.36	33.56
phavu.G19833.gnm1.ann1.Phvul.008G002500	22.33	12.58	35.12	40.18	37.56	16.25	30.39	24.76	47.22	34.23	32.38	27.96	31.04	34.36	45.52
phavu.G19833.gnm1.ann1.Phvul.008G002600	5.87	1.13	7.64	12.29	7.14	4.67	4.87	5.2	6.51	8.59	6.64	3.02	9.48	4.37	8.62
phavu.G19833.gnm1.ann1.Phvul.008G002700	4.24	1.42	0.38	0.15	0.24	0.43	0.06	0.17	0	0.7	0.13	0	2.68	0.64	1.12
phavu.G19833.gnm1.ann1.Phvul.008G002800	2.69	1.19	9.54	3.05	4.44	1.48	3.14	3.45	3.46	2.8	2.97	1.36	3.06	5.28	6.18
phavu.G19833.gnm1.ann1.Phvul.008G002900	58.41	11.4	69.73	92.94	83.04	37.7	68.72	34.04	50.57	150.57	131.03	90.75	122.67	47.8	75.89
phavu.G19833.gnm1.ann1.Phvul.008G003000	15.06	6.63	19.15	18.48	18.36	9.42	17.9	10.19	21.11	20.13	18.1	12.56	22.3	10.56	17.95
phavu.G19833.gnm1.ann1.Phvul.008G003100	58.37	13.9	148.67	100.93	64.16	36.54	69.18	42.28	55.84	53.02	42.08	38.29	111.12	114.49	73.55
phavu.G19833.gnm1.ann1.Phvul.008G003200	21.08	4.9	57.06	145.66	21.59	39.28	43.03	10.56	3.48	56.71	21.34	9.57	6279.99	11383.73	4175.69
phavu.G19833.gnm1.ann1.Phvul.008G003300	10.92	5.46	13.73	14.94	14.25	8.77	22.33	12.25	17.07	24.66	18.44	22.66	18.59	10.98	15.32
phavu.G19833.gnm1.ann1.Phvul.008G003400	0	0.06	0	0.15	0	0	0	0	1.16	0.08	0	0	0.15	0.38	0.15
phavu.G19833.gnm1.ann1.Phvul.008G003500	25.57	12.85	3.65	21	30.42	10.74	54.96	6.92	40.2	15.55	6.73	11.52	0.08	0.03	0.11
phavu.G19833.gnm1.ann1.Phvul.008G003600	47.05	19.54	203.64	116.05	106.11	53.75	125.4	152.26	222.94	221.01	249.94	181.48	210.7	220.63	339.46
phavu.G19833.gnm1.ann1.Phvul.008G003700	0	0	0	0.03	0.6	0	0.03	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.008G003800	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.008G003900	25.15	8.45	36.03	60.03	40.88	19.84	39.35	20.33	36.09	55.04	39.11	42.68	45.78	24.5	38.79
phavu.G19833.gnm1.ann1.Phvul.008G004000	34.71	6.37	49.83	63.26	45.79	16.19	40.42	31.23	64.14	41.83	21.34	29.8	65.58	48.98	64.59
phavu.G19833.gnm1.ann1.Phvul.008G004100	28.88	17.71	33.65	31.6	22.78	6.13	10.21	5.34	9.57	5.43	4.63	4.28	14.13	9.89	25.07
phavu.G19833.gnm1.ann1.Phvul.008G004200	82.44	29.21	49.96	73.18	42.05	29.28	36.92	27.79	45.72	62.41	79.22	55.99	72.85	26.01	52.8
phavu.G19833.gnm1.ann1.Phvul.008G004300	426.88	300.74	719.25	655.83	642.62	227.59	860.91	336.37	932.61	742.27	903.75	516.76	773.13	535.6	874.39
phavu.G19833.gnm1.ann1.Phvul.008G004400	12.52	4.77	8.51	11.38	11.99	7.58	11.16	5.57	8.17	32.36	13.43	12.51	9.81	7.28	12.29
phavu.G19833.gnm1.ann1.Phvul.008G004500	39.18	4.72	44.86	66.22	38.16	37.04	29.46	19.07	21.62	67.86	58.87	38.62	115.97	33.79	60.71
phavu.G19833.gnm1.ann1.Phvul.008G004600	0.84	0.05	0.62	1.15	0.41	0.18	0.39	0.12	0.45	1.14	0.65	0.09	6.21	5.43	1.41
phavu.G19833.gnm1.ann1.Phvul.008G004700	2.03	0.63	3.09	3.65	2.8	2.48	2.95	2.45	1.97	2.4	1.66	1.36	4.91	2.86	2.57
phavu.G19833.gnm1.ann1.Phvul.008G004800	1.69	0.7	2.52	4.97	2.04	1.06	2.08	2.32	2.07	4.61	2.73	1.55	4.18	2.86	3.24
phavu.G19833.gnm1.ann1.Phvul.008G004900	32.33	8.27	44.4	46.78	51.3	30.31	40.63	23.21	30.91	66.54	37.32	22.33	68.27	32.22	55.15
phavu.G19833.gnm1.ann1.Phvul.008G005000	32.46	12.7	32.85	30.75	36.46	14.48	39.36	20.33	24.15	54.46	64.77	32.45	39.45	28.48	49.17
phavu.G19833.gnm1.ann1.Phvul.008G005100	517.05	492.18	82.54	116.76	110.6	120.12	149.07	38.94	61.25	67.02	48.44	33.38	31.61	18.04	27.07
phavu.G19833.gnm1.ann1.Phvul.008G005200	3.3	5.81	0.72	0.69	0.46	0.16	0.06	0.21	1.23	0.32	0.17	0.08	0.54	2.97	0.63
phavu.G19833.gnm1.ann1.Phvul.008G005300	0	0.18	0	0	0	0.8	0	0	0	69.06	0.1	0	0	0.07	0
phavu.G19833.gnm1.ann1.Phvul.008G005400	24.11	6.57	29.94	42.16	28.95	13.84	28.1	11.18	23.39	45.89	34.84	31.07	59.14	30.23	43.1
phavu.G19833.gnm1.ann1.Phvul.008G005500	30.8	1.38	522.65	429.91	15.1	11.08	34.23	28.7	123.04	179.74	120.33	236.06	572.68	291.83	82.16
phavu.G19833.gnm1.ann1.Phvul.008G005600	0.1	0.02	1.86	0.55	0.75	12.51	10.04	2.59	2.2	5.13	0.28	0.07	0.17	2.04	4.69
phavu.G19833.gnm1.ann1.Phvul.008G005700	0	0.03	0	0.17	1.71	0	0	0	0.05	0.07	0	0	0	0	0.03
phavu.G19833.gnm1.ann1.Phvul.008G005800	10.93	2.18	11.6	19.7	15.28	5.64	18.28	7.64	12.74	13.33	9.49	7.14	22.89	12.15	10.25
phavu.G19833.gnm1.ann1.Phvul.008G005900	8.38	5.17	1.84	5.8	4.79	2.29	4.53	1.07	0.94	6.38	5.03	2.4	2.76	1	1.98
phavu.G19833.gnm1.ann1.Phvul.008G006000	32.45	6.4	9.09	17.29	12.12	7.81	6.93	5.81	10.08	17.96	33.95	11.88	25.81	10.7	18.66
phavu.G19833.gnm1.ann1.Phvul.008G006100	11.11	4.84	4	10.27	6.52	4.96	7.18	2.95	2.68	7.22	9.51	4.94	5.56	1.49	3.36
phavu.G19833.gnm1.ann1.Phvul.008G006200	29.2	8.27	26.44	23.86	37.11	8.33	30	11.04	21.28	17.95	12.4	16.12	11.16	14.56	19.14
phavu.G19833.gnm1.ann1.Phvul.008G006300	0	0	0	0.12	0	0	0.12	0	0	0	0	0	0	0.36	0
phavu.G19833.gnm1.ann1.Phvul.008G006400	3.38	0.56	4.53	2.84	2.1	1.45	1.75	0.47	1.47	3.11	1.15	0.92	4.98	10.77	3.48
phavu.G19833.gnm1.ann1.Phvul.008G006500	2.01	1.46	3.05	4.28	3.37	1.39	3.1	2.31	3.86	3.18	2.39	2.29	2.96	2.59	3.47
phavu.G19833.gnm1.ann1.Phvul.008G006600	4.4	1.44	4.4	8.21	7	2.63	5.31	5.47	7.29	8.53	7.41	5.52	3.53	2.16	7.49
phavu.G19833.gnm1.ann1.Phvul.008G006700	8.64	1.7	9.68	17	10.66	7.11	6.36	5	7.03	13.79	12.7	6.61	20.62	10.2	11.51
phavu.G19833.gnm1.ann1.Phvul.008G006800	13.47	2.13	18.17	26.88	16.99	14.75	15.77	12.96	19.01	25.41	21.9	12.44	26.44	9.05	22.69
phavu.G19833.gnm1.ann1.Phvul.008G006900	1.26	0.82	1.15	5.69	3.37	7	4.35	0.55	1.06	5.88	3.56	3.29	0.39	0.3	3.97
phavu.G19833.gnm1.ann1.Phvul.008G007000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.008G007100	24	10.1	7.25	39.48	24.45	20.22	18.83	7.07	3.65	32.65	15.39	6.47	5.01	2.11	5.12
phavu.G19833.gnm1.ann1.Phvul.008G007200	30.77	3.35	59.87	96.74	65.8	48.95	33.68	0.24	0.18	136.34	18.22	12.72	110.91	36.18	73.22
phavu.G19833.gnm1.ann1.Phvul.008G007300	11.32	3.74	4.02	4.08	4.25	2.83	2.85	1.39	4.92	3.97	6.27	2.23	2.64	2.16	4.2
phavu.G19833.gnm1.ann1.Phvul.008G007400	0.84	0	3.09	0.8	0.72	3.79	0.64	0	0.13	4.64	0.51	0.48	3.5	6.93	15.43
phavu.G19833.gnm1.ann1.Phvul.008G007500	3.54	2.87	8.59	6.13	4.76	1.41	2.42	1.29	3.33	4.76	6.17	0.56	6.48	8.92	14.79
phavu.G19833.gnm1.ann1.Phvul.008G007600	0.06	0	0	0	5.68	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.008G007700	3.34	2.68	1.55	3.67	3.8	2.81	2.83	1.67	1.43	2.34	1.89	1.35	2.43	1.85	1.89
phavu.G19833.gnm1.ann1.Phvul.008G007800	46.75	24.86	42.57	83.2	121.95	21	61.06	34.08	102.82	116.1	125.09	189.59	55.49	26.04	41.44
phavu.G19833.gnm1.ann1.Phvul.008G007900	0.18	0.01	0.04	0.42	0.17	0.26	0.05	0.06	0.02	0.12	0.02	0.04	0.4	7.13	1.98
phavu.G19833.gnm1.ann1.Phvul.008G008000	0	0	0.15	0.15	0.25	0	0	0	0.22	0	0	0	0.48	8.1	4.94
phavu.G19833.gnm1.ann1.Phvul.008G008100	2.87	0.46	124.63	2.52	2.91	0.78	0.9	0.2	0.62	3.7	1.11	0.44	103.75	1030.62	2.69
phavu.G19833.gnm1.ann1.Phvul.008G008200	62.55	276.43	502.93	652.16	1034.93	111.19	5121.55	677.15	1751.08	257.5	91	185.29	7.29	263.54	491.48
phavu.G19833.gnm1.ann1.Phvul.008G008300	7.96	4.55	18.37	18	14.32	8.87	19.07	14.82	16.76	12.11	8.61	5.89	23.18	20.82	15.88
phavu.G19833.gnm1.ann1.Phvul.008G008400	6.81	32.19	3.1	4.62	18.09	8.72	17.09	14.14	23.43	5.16	11.91	6.65	0.96	0.42	2.94
phavu.G19833.gnm1.ann1.Phvul.008G008500	22.42	12.92	24.46	14.46	9.35	2.28	5.78	2.67	5.41	2.8	4.13	5.09	9.9	9.14	7.03
phavu.G19833.gnm1.ann1.Phvul.008G008600	56.01	4.59	11.41	31.91	23.96	17.22	21.08	8.88	22.42	20.52	32.86	30.38	47.63	20.24	33.71
phavu.G19833.gnm1.ann1.Phvul.008G008700	0	0	0	0.59	0	0.84	0	0	0	0	0	0	0.31	17.09	18.41
phavu.G19833.gnm1.ann1.Phvul.008G008800	0	0	0	0.2	0	0	0	0.37	0	0.44	0	0	1.24	25.11	41.93
phavu.G19833.gnm1.ann1.Phvul.008G008900	0.15	0.1	0	0.12	0.19	0.22	0	0.07	0	2.64	0.56	0.36	0.08	0.04	0.04
phavu.G19833.gnm1.ann1.Phvul.008G009000	0.17	0.18	0.57	0.21	0.26	5.74	1.12	0.73	0.79	87.75	12.35	7.54	2.28	2.96	1.81
phavu.G19833.gnm1.ann1.Phvul.008G009100	9.62	0.63	6.1	14.82	6.14	4.59	4.4	2.23	4.34	7.57	6.59	3.64	18.03	5.66	7.59
phavu.G19833.gnm1.ann1.Phvul.008G009200	2.58	0.9	2.62	7.67	4.52	2.56	3	2.67	3.27	4.15	2.18	1.93	2.41	1.68	2.19
phavu.G19833.gnm1.ann1.Phvul.008G009300	9.14	2.92	13.94	14.05	11.61	5.58	13.09	8.6	14.12	16.73	22.02	21	21.35	11.68	19.04
phavu.G19833.gnm1.ann1.Phvul.008G009400	25.48	21.2	8.11	6.38	8.27	4.18	10.25	3.88	7.29	3.79	3.58	1.81	0.76	1.46	0.97
phavu.G19833.gnm1.ann1.Phvul.008G009500	0	0	0	0	0.28	0	0	0	0	0	0	0	2.14	15.5	6.38
phavu.G19833.gnm1.ann1.Phvul.008G009600	120.44	55.66	142.62	154.54	144.9	73.01	103.57	52.09	146.97	93.06	122.97	94.59	166.33	149.75	173.61
phavu.G19833.gnm1.ann1.Phvul.008G009700	32.73	10.52	66.36	40.03	43.13	19.97	24.75	24.08	51.94	31.84	41.1	31.28	69.84	77.48	72.17
phavu.G19833.gnm1.ann1.Phvul.008G009800	0.66	0.25	0.45	0.06	0.09	0.17	0.18	0.11	0.08	0	0.08	0	0.3	1.12	1
phavu.G19833.gnm1.ann1.Phvul.008G009900	8.59	6.67	2.75	4.22	3.4	2.86	4.48	1.52	2.31	4.72	4.75	2.64	3.08	1.69	2.15
phavu.G19833.gnm1.ann1.Phvul.008G010000	117.2	46.93	34.1	43.89	52.89	28.73	39.12	18.16	40.52	44.83	46.18	26.73	41.06	33	49.74
phavu.G19833.gnm1.ann1.Phvul.008G010100	22.69	16.24	5.3	6.26	7.06	4.21	5.69	3.02	5.37	3.42	4.91	3.14	4.06	2.54	5.12
phavu.G19833.gnm1.ann1.Phvul.008G010200	1.02	0.49	6.45	0.51	2.23	0.83	3.94	2.66	1.45	0.32	0.32	0	1.73	3.01	7.13
phavu.G19833.gnm1.ann1.Phvul.008G010300	36.57	13.47	37.27	12.04	28.34	5.07	37.91	21.7	34.15	12.99	5.88	3.51	31.6	106.55	30.63
phavu.G19833.gnm1.ann1.Phvul.008G010400	1.25	0.37	0.72	0.59	1.2	0.84	0	0	0	30.75	11.35	7.13	7.96	2.1	1.93
phavu.G19833.gnm1.ann1.Phvul.008G010500	0	0	0	0	0	0	0	0.55	0	4.37	0.44	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.008G010600	1091.65	39.23	817.23	1170.46	355.87	190.58	324.63	100.03	187.97	558	300.13	259.71	793.32	555.35	199.21
phavu.G19833.gnm1.ann1.Phvul.008G010700	14.71	10.23	12.59	16.85	13.89	8.68	27.29	12.77	17.46	14.98	17.08	17.22	8.53	3.92	15.06
phavu.G19833.gnm1.ann1.Phvul.008G010800	5.13	2.3	7.02	9.11	9.26	4.59	6.85	6.25	9.46	9.1	8.86	9.89	9.4	7.26	12.37
phavu.G19833.gnm1.ann1.Phvul.008G010900	0	0	0	0.12	5.13	0	0	0.08	0	0	0	0	0.43	3.26	6.87
phavu.G19833.gnm1.ann1.Phvul.008G011000	241.4	117.9	294.74	314.6	261.3	174.37	286.73	170.18	205.58	281.27	258.26	249.5	508.92	283.96	369.08
phavu.G19833.gnm1.ann1.Phvul.008G011100	2.26	0.12	0.82	2.13	2.06	1.21	0.58	0.26	0.6	1.41	0.41	0.76	0.29	1	0.57
phavu.G19833.gnm1.ann1.Phvul.008G011200	2.79	1.1	3.72	4.14	5.38	2.82	4.92	3.2	4.46	8.24	8.15	4.57	4.48	4.42	5.73
phavu.G19833.gnm1.ann1.Phvul.008G011300	0	0	0.06	0	0.5	0	0.06	0	0.09	0	0.18	0	0.19	0.13	0.31
phavu.G19833.gnm1.ann1.Phvul.008G011400	0.08	0.26	0.3	0.79	0.21	0.12	0.18	0.64	0.56	0.58	1.14	1	0.41	3.1	7.51
phavu.G19833.gnm1.ann1.Phvul.008G011500	0.15	0	0	0	0.27	0	0	0	0.7	0	0	0	2.55	2.5	1.49
phavu.G19833.gnm1.ann1.Phvul.008G011600	0.08	0.07	0.21	0.4	0.36	0.25	0.14	0.16	0.25	0.39	1.02	0.59	0.27	1.51	2.29
phavu.G19833.gnm1.ann1.Phvul.008G011700	0.28	0.13	0.87	1.05	0	0	0	0	0	0	0	0	1.08	0.76	1.2
phavu.G19833.gnm1.ann1.Phvul.008G011800	0.07	0	0	0.08	0	0.64	0	0	0	0	0.11	0.1	0.85	1.14	0.68
phavu.G19833.gnm1.ann1.Phvul.008G011900	0.29	0.07	0.26	1.02	0.5	0.13	0.09	0.16	0.88	1.37	5.28	3	0.59	14.61	29.3
phavu.G19833.gnm1.ann1.Phvul.008G012000	1.15	7.89	40.37	2.66	5.92	1.16	3.55	4.48	15.09	1.58	2.65	0.82	29.94	95.12	36.59
phavu.G19833.gnm1.ann1.Phvul.008G012100	3.36	1.75	4.49	6.62	5.13	2.13	3.79	2.5	5.7	5.83	7.22	4.77	4.34	3.87	6.19
phavu.G19833.gnm1.ann1.Phvul.008G012200	2.01	0	0.22	0.08	0.25	0	0	0	0.22	0	0	0	0.56	2.48	0
phavu.G19833.gnm1.ann1.Phvul.008G012300	0.29	0.16	0.16	0.31	0.23	0.32	0.29	0.46	0.44	0.16	0.16	0.11	8.99	9.36	4.26
phavu.G19833.gnm1.ann1.Phvul.008G012400	3.56	1.78	4.53	7.65	4.51	4.2	6.74	5.11	11.76	3.35	2.5	2.17	4.42	2.57	4.73
phavu.G19833.gnm1.ann1.Phvul.008G012500	9.37	3.48	7.61	14.96	8.38	1.31	4.23	0.36	1.5	0.51	1.99	4.83	4.08	3.86	5.93
phavu.G19833.gnm1.ann1.Phvul.008G012600	2.48	0.41	1.65	2.2	42.97	1.04	0.5	0.67	2.2	1.99	2.35	2.66	1.93	1.77	2.4
